 ,ImageID,Genotype,FlyNum,Temperature,Stage,StageComment,Nucleus,NucleusComment,PosteriorGap,LateralGap,GapMarker,GapComment,BazookaExclusion,BazookaComment,Par1atPosterior,Par1Comment,AnalystName,AnalysisDate,Camera,Objective,TimeInterval,Timepoints,PixelSize,VoxelSize,Wavelength_Ch1,LP_Ch1,Exposure(s)_Ch1,EMGain_Ch1,Wavelength_Ch2,LP_Ch2,Exposure(s)_Ch2,EMGain_Ch2,Wavelength_Ch3,LP_Ch3,Exposure(s)_Ch3,EMGain_Ch3
80,20200616_MCZ (Z First)4_Oocyte2.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,10B,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
81,20200616_MCZ (Z First)4_Oocyte3.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,11,,not visible,,Yes,Yes,Jupiter,,NA,,No,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
82,20200616_MCZ (Z First)5_Oocyte1.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,10A,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
83,20200616_MCZ (Z First)5_Oocyte2.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,10B,,not visible,,Yes,Yes,Jupiter,,NA,,No,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
84,20200616_MCZ (Z First)5_Oocyte3.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,10B,,not visible,,Yes,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
85,20200616_MCZ (Z First)6_Oocyte1.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,9,,not visible,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
86,20200616_MCZ (Z First)6_Oocyte2.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,10A,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
87,20200616_MCZ (Z First)6_Oocyte3.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,10A,,not visible,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
88,20200616_MCZ (Z First)7_Oocyte1.tif,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,10B,,not visible,,Yes,Yes,Jupiter,,No,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
89,20200616_MCZ (Z First)7_Oocyte2.tif,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,10A,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
90,20200616_MCZ (Z First)8_Oocyte1.tif,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,11,,OK,,Yes,Yes,Jupiter,,No,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
91,20200616_MCZ (Z First)9_Oocyte1.tif,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,10B,,OK,,Yes,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
92,20200616_MCZ (Z First)9_Oocyte2.tif,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,11,,OK,,Yes,Yes,Jupiter,,No,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
93,20200616_MCZ (Z First)11_Oocyte1.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,10B,,OK,,Yes,Yes,Jupiter,,NA,,No,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
94,20200616_MCZ (Z First)11_Oocyte2.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,10B,,not visible,,Yes,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
95,20200616_MCZ (Z First)12_Oocyte1.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10B,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
96,20200616_MCZ (Z First)12_Oocyte2.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,11,,OK,,Yes,Yes,Jupiter,,NA,,Yes,Very low,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
97,20200616_MCZ (Z First)12_Oocyte3.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10B,,OK,,Yes,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
98,20200616_MCZ (Z First)13_Oocyte1.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10B,,not visible,,Yes,Yes,Jupiter,,NA,,No,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
99,20200616_MCZ (Z First)13_Oocyte2.tif,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10B,,OK,,Yes,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
100,20200618_MCZ (Z First)1_Oocyte1_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,1,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
101,20200618_MCZ (Z First)1_Oocyte2_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,1,18,10B,,OK,,NA,NA,NA,,No,,Yes,Very low,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
102,20200618_MCZ (Z First)1_Oocyte3_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,1,18,10B,,OK,,NA,NA,NA,,No,Low,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
103,20200618_MCZ (Z First)2_Oocyte1.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,2,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
104,20200618_MCZ (Z First)2_Oocyte2.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,2,18,10A,,OK,,NA,NA,NA,,Yes,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
105,20200618_MCZ (Z First)2_Oocyte3.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,2,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,40,0.1,300,0,0,0,0
106,20200618_MCZ (Z First)4_Oocyte1_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,2,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
107,20200618_MCZ (Z First)4_Oocyte2_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,2,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
108,20200618_MCZ (Z First)4_Oocyte3_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,2,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
109,20200619_MCZ (Z First)5_Oocyte1.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,1,18,10B,,OK,,NA,NA,NA,,Yes,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
110,20200619_MCZ (Z First)5_Oocyte2.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,1,18,10A,,OK,,NA,NA,NA,,Yes,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
111,20200619_MCZ (Z First)5_Oocyte3.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,1,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,2,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
112,20200619_MCZ (Z First)6_Oocyte1_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,1,18,10B,,not visible,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
113,20200619_MCZ (Z First)6_Oocyte2_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,1,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
114,20200619_MCZ (Z First)6_Oocyte3_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,1,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
115,20200619_MCZ (Z First)7_Oocyte1.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,2,18,10A,,OK,,NA,NA,NA,,Yes,,Yes,Very low,Ana Milas,20201026,ZYLA,40X WI,120 sec,5,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
116,20200619_MCZ (Z First)7_Oocyte2.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,2,18,10A,,OK,,NA,NA,NA,,Yes,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,5,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
117,20200619_MCZ (Z First)9_Oocyte1.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,3,18,10B,,not visible,,NA,NA,NA,,Yes,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
118,20200619_MCZ (Z First)9_Oocyte2.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,3,18,10B,,OK,,NA,NA,NA,,No,,Yes,Very low,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
119,20200619_MCZ (Z First)9_Oocyte3.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,3,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,70,0.1,300,0,0,0,0
120,20200624_MCZ (Z First)_Oocyte1_first.tif,w; UASp>Bazooka::mCherry/mata4-GAL4; +/sqh>UTR::GFP,1,18,10B,,OK,,No,Yes,UTR,,Yes,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,100,0.1,300,0,0,0,0
121,20200624_MCZ (Z First)_Oocyte2_first.tif,w; UASp>Bazooka::mCherry/mata4-GAL4; +/sqh>UTR::GFP,1,18,10B,,not visible,,Yes,Yes,UTR,,No,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,100,0.1,300,0,0,0,0
122,20200624_MCZ (Z First)_Oocyte3_first.tif,w; UASp>Bazooka::mCherry/mata4-GAL4; +/sqh>UTR::GFP,1,18,10B,,not visible,,Yes,Yes,UTR,,No,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,100,0.1,300,0,0,0,0
123,20200624_MCZ (Z First)1_Oocyte1.tif,w; UASp>Bazooka::mCherry/mata4-GAL4; +/sqh>UTR::GFP,2,18,10B,,OK,,No,Yes,UTR,,Yes,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,100,0.5,300,0,0,0,0
124,20200624_MCZ (Z First)1_Oocyte2.tif,w; UASp>Bazooka::mCherry/mata4-GAL4; +/sqh>UTR::GFP,2,18,11,,OK,,Yes,Yes,UTR,,No,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,100,0.5,300,0,0,0,0
125,20200624_MCZ (Z First)1_Oocyte3.tif,w; UASp>Bazooka::mCherry/mata4-GAL4; +/sqh>UTR::GFP,2,18,10A,,not visible,,No,Yes,UTR,,Yes,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,100,0.5,300,0,0,0,0
126,20200624_MCZ (Z First)2_Oocyte2.tif,w; UASp>Bazooka::mCherry/mata4-GAL4; +/sqh>UTR::GFP,3,18,10B,,OK,,Yes,Yes,UTR,,No,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,100,0.5,300,0,0,0,0
127,20200624_MCZ (Z First)2_Oocyte3.tif,w; UASp>Bazooka::mCherry/mata4-GAL4; +/sqh>UTR::GFP,3,18,10B,,not visible,,Yes,Yes,UTR,,No,,NA,,Ana Milas,20201026,ZYLA,40X WI,120 sec,60,0.163,0.5,488,20,0.1,300,561,100,0.5,300,0,0,0,0
128,20200624_MCZ (Z First)3_Oocyte1_first.tif,w; UASp>Bazooka::mCherry/mata4-GAL4; +/sqh>UTR::GFP,3,18,10A,,not visible,,No,Yes,UTR,,Yes,,NA,,Ana Milas,20201026,ZYLA,40X WI,300 sec,30,0.163,0.5,488,20,0.1,300,561,100,0.5,300,0,0,0,0
129,20200624_MCZ (Z First)3_Oocyte2_first.tif,w; UASp>Bazooka::mCherry/mata4-GAL4; +/sqh>UTR::GFP,3,18,10B,,OK,,Yes,Yes,UTR,Small posterior gap,Yes,,NA,,Ana Milas,20201026,ZYLA,40X WI,300 sec,30,0.163,0.5,488,20,0.1,300,561,100,0.5,300,0,0,0,0
130,20200624_MCZ (Z First)3_Oocyte3_first.tif,w; UASp>Bazooka::mCherry/mata4-GAL4; +/sqh>UTR::GFP,3,18,10B,,not visible,,Yes,Yes,UTR,,No,,NA,,Ana Milas,20201026,ZYLA,40X WI,300 sec,30,0.163,0.5,488,20,0.1,300,561,100,0.5,300,0,0,0,0
131,20200625_MCZ (Z First)_Oocyte1_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,1,18,10B,,OK,,NA,NA,NA,,No,,Yes,Very low,Ana Milas,20201026,ZYLA,40X WI,300 sec,30,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
132,20200625_MCZ (Z First)_Oocyte2_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,1,18,10A,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,300 sec,30,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
133,20200625_MCZ (Z First)_Oocyte3_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,1,18,10B,,OK,,NA,NA,NA,,Yes,,Yes,Low,Ana Milas,20201026,ZYLA,40X WI,300 sec,30,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
134,20200625_MCZ (Z First)1_Oocyte2_first.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,2,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,300 sec,30,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
135,20200625_MCZ (Z First)3_Oocyte1.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,3,18,10B,,not visible,,NA,NA,NA,,No,,No,,Ana Milas,20201026,ZYLA,40X WI,300 sec,1,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
136,20200625_MCZ (Z First)3_Oocyte2.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,3,18,10B,,OK,,NA,NA,NA,,No,,No,,Ana Milas,20201026,ZYLA,40X WI,300 sec,1,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
137,20200625_MCZ (Z First)3_Oocyte3.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,3,18,10AB,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,300 sec,1,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
138,20200625_MCZ (Z First)4_Oocyte1.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,3,18,10B,,not visible,,NA,NA,NA,,No,,No,,Ana Milas,20201026,ZYLA,40X WI,300 sec,1,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
139,20200625_MCZ (Z First)4_Oocyte2.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,3,18,10B,,OK,,NA,NA,NA,,No,,No,,Ana Milas,20201026,ZYLA,40X WI,300 sec,1,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
140,20200625_MCZ (Z First)4_Oocyte3.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,3,18,10B,,not visible,,NA,NA,NA,,No,,No,,Ana Milas,20201026,ZYLA,40X WI,300 sec,1,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
141,20200625_MCZ (Z First)5_Oocyte1.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,3,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,300 sec,1,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
142,20200625_MCZ (Z First)5_Oocyte2.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,3,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,300 sec,1,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
143,20200625_MCZ (Z First)5_Oocyte3.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,3,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,300 sec,1,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
144,20200625_MCZ (Z First)6_Oocyte1.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,4,18,10A,,OK,,NA,NA,NA,,Yes,,Yes,,Ana Milas,20201026,ZYLA,40X WI,300 sec,1,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
145,20200625_MCZ (Z First)6_Oocyte2.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,4,18,10B,,OK,,NA,NA,NA,,No,,Yes,,Ana Milas,20201026,ZYLA,40X WI,300 sec,1,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
146,20200625_MCZ (Z First)6_Oocyte3.tif,w; UASp>Bazooka::mCherry/UASp>GFP::PAR1(N1S); +/mata4-GAL4,4,18,10B,,OK,,NA,NA,NA,,No,,Yes,Very low,Ana Milas,20201026,ZYLA,40X WI,300 sec,1,0.163,0.5,488,20,0.3,300,561,70,0.3,300,0,0,0,0
147,20201104_3 positions DIC11_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,9,,not visible,,No,Yes,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
148,20201104_3 positions DIC11_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,9,,OK,,No,Yes,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
149,20201104_3 positions DIC13_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10A,,OK,,No,Yes,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
150,20201104_3 positions DIC13_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10A,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
151,20201104_3 positions DIC13_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10A,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
152,20201104_3 positions DIC15_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,6,18,9,,OK,,No,Not clear,Jupiter,,Not clear,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
153,20201104_3 positions DIC15_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,6,18,9,,not visible,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
154,20201104_3 positions DIC15_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,6,18,8,,OK,,No,Not clear,Jupiter,,Not clear,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
155,20201104_3 positions DIC17_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,7,18,10B,,not visible,,Yes,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
